,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
Ir51b,35.55293814,29.17325789,50.67657503,6.765157115,12.64742746,30.75106639,40.02982571,24.82905783,57.05522734,14.81020712,2.881449709,10.5729329
CG11808,626.1904589,743.9180761,639.5733262,740.7847041,701.0288363,981.4715355,642.7430505,720.8436143,626.086028,836.7767023,1122.324662,1238.795304
CG8079,618.162376,706.8904795,911.3046165,886.2355821,775.1066257,820.028437,673.7095195,652.7639397,769.1044645,830.8526195,1061.814218,687.2406383
ItgaPS4,103.2182075,264.8034177,41.06550045,6.765157115,28.90840562,5.125177731,121.6000366,144.9696602,130.0859183,29.62041424,60.51044388,0
Xpc,2751.338664,2459.530049,2477.909772,2337.361783,2296.411472,1975.756015,3036.224516,2870.55946,3793.031514,2508.849086,2495.335448,2063.48407
Arf51F,5269.862928,5908.70677,6014.785215,6220.561968,6171.9446,6519.226074,4468.990165,4669.464746,4398.57766,7305.875173,7013.448591,7031.000376
Hr51,4.587475889,2.24409676,19.22214915,11.83902495,3.613550703,0,77.79381223,42.44967951,88.24541829,59.24082848,59.06971903,45.81604255
unc-5,261.4861257,234.5081115,205.3275023,136.9944316,131.8946006,107.6287324,225.8286394,293.9440072,403.9510096,112.5575741,144.0724854,116.3022619
Mtk,1455.376726,2024.175278,816.0676048,2679.002218,1725.470461,11600.83979,1297.570577,1013.986684,1367.043247,2403.696616,36732.72089,7783.440767
dup,1209.946766,1012.087639,1562.236485,766.1540433,964.8180376,978.9089466,864.7952913,1005.977311,1549.619975,827.8905781,782.3135959,840.5481652
Pms2,1426.705001,1269.036718,1487.095357,219.8676062,310.7653604,258.8214754,1731.101142,1625.101882,2330.135485,774.5738324,809.6873681,858.1697201
CG8160,4603.532055,6402.408057,879.8501906,887.9268714,505.8970984,845.6543256,2621.575944,5310.214626,2810.920867,2556.241749,5794.595364,1434.394563
CG8157,5367.34679,9161.525024,4618.5582,12688.05217,9857.766317,10762.87324,14266.47883,9423.828852,5755.731334,26874.60184,31772.30521,18698.23183
CG8152,436.9570784,465.6500778,442.9831645,426.2048983,357.7415196,376.7005632,541.5355667,565.4617686,528.7117734,622.0286991,652.648359,611.4679525
ND-51L2,0,0,0,0,0,0,337.6100395,277.1243228,321.7914822,232.5202518,259.3304738,232.6045237
Hex-C,313.0952294,285.0002886,899.9460738,213.1024491,251.1417738,240.8833534,197.1280096,411.6817975,893.104492,111.0765534,149.8353848,230.8423682
mRpL41,931.2576055,1202.835864,1382.247271,723.8718113,657.6662279,943.0327025,732.6213385,889.841395,860.3928283,730.1432111,932.1489807,926.8937839
CG8093,66.51840039,60.59061253,1.747468104,10.14773567,54.20326054,0,30.21118921,14.41687229,25.10430003,59.24082848,125.3430623,14.09724386
row,3981.929072,3643.29109,4367.796527,3893.34792,3815.909542,3536.372634,3199.364938,3525.726212,3883.559141,3191.599635,2751.784472,3007.999409
GPHR,1368.214684,1247.717799,1176.046034,1391.931076,1631.518142,1629.806518,1521.888657,1485.738783,1418.77332,1817.212414,1779.295195,1866.122656
Cyp317a1,524.1191203,369.1539171,293.5746415,263.8411275,267.402752,184.5063983,328.5466827,374.8386795,365.9141913,242.8873968,236.2788761,311.9015204
CG12853,0,0,0,0,3.613550703,0,2943.325109,2916.212889,2330.896221,3000.547963,6244.101519,3143.685381
Lap1,440.3976853,438.7209167,507.6394843,546.2864371,509.5106491,497.1422399,1064.18914,905.860142,1506.258002,721.2570868,814.0095427,856.4075646
CG10257,4.587475889,5.610241901,7.86360647,3.382578558,0,5.125177731,7.552797304,2.402812048,9.128836374,8.886124273,7.203624272,7.048621931
ckn,1432.439346,1168.052364,975.9609363,1331.044662,1239.447891,1150.602401,1218.266205,1187.790089,1507.018738,981.9167321,848.5869392,946.2774942
pcs,1496.664009,1272.402863,1354.287781,871.0139786,766.072749,971.22118,1562.673762,1377.612241,2133.865503,1024.866333,1018.592472,1277.562725
chn,578.021962,559.9021417,567.0533999,404.2181376,366.7753963,384.3883298,440.3280828,436.5108554,747.8038463,244.3684175,295.3485951,357.717563
CG7544,170.8834769,214.3112406,220.1809812,101.4773567,126.4742746,87.12802143,148.0348272,157.7846578,177.2515729,130.3298227,155.5982843,70.48621931
CG8089,188.0865115,215.433289,179.9892148,258.7672597,276.4366288,243.4459422,190.3304921,177.0071542,142.2577002,226.5961689,177.2091571,190.3127921
CG10265,361.2637263,334.3704173,326.7765355,414.3658733,596.2358659,625.2716832,1299.081136,1335.162561,1410.40522,1301.817206,1339.874115,1506.642938
CG7639,1008.097827,883.0520752,1733.48836,468.4871302,579.9748878,445.8904626,1385.183025,1438.483479,2170.380848,1021.904291,1205.886703,990.3313813
tRNA:Leu-AAG-1-1,0,0,0,10.14773567,7.227101405,35.87624412,0,0,1.521472729,0,4.322174563,107.4914844
Agps,24.08424842,15.70867732,26.21202157,11.83902495,28.90840562,0,483.3790274,422.8949204,810.9449646,268.0647489,469.6763025,401.7714501
Kank,2234.100758,2134.136019,2278.698408,2981.742999,2916.135417,2516.462266,2811.151156,2620.667007,3187.485367,3124.953703,2910.264206,2835.308172
CG10139,656.0090521,917.835575,837.9109561,512.4606515,681.1543075,558.6443727,964.4922157,993.1623131,852.7854646,921.1948829,998.422324,926.8937839
Targ,0,0,0,0,0,0,331.5678016,333.9908746,540.8835552,239.9253554,249.2453998,266.0854779
Dro,89.45577984,58.34651577,53.29777718,2476.047504,569.1342357,3177.610193,104.9838825,150.5762217,609.349828,2357.784974,24395.79396,4035.336055
AttA,1532.216947,840.4142368,367.842036,1412.226548,486.0225695,9991.533987,927.4835089,282.7308843,3796.074459,386.5464059,32678.52115,2236.175308
AttB,4907.452332,3021.676288,1703.781402,3475.599468,1819.422779,19770.3731,2748.462939,1082.066359,7927.633655,1483.982754,69635.99511,6349.046204
ave,396.8166644,587.9533512,419.3923451,497.239048,449.8870625,653.4601607,740.9294155,696.8154939,539.3620825,896.0175308,992.6594246,773.5862569
ND-B15,5351.290625,5695.517578,6612.419307,3979.603673,3674.981065,4569.095947,3153.292874,4389.136674,3666.749277,3369.32212,4816.343188,4391.291463
BEAF-32,2234.100758,2595.297903,2528.586347,1748.793114,1810.388902,2093.635103,1860.253976,1947.078696,1624.932875,1975.68163,1677.00373,1934.84672
hui,1341.836698,639.5675767,1174.298566,331.4926987,256.5620999,179.3812206,843.6474588,522.2111517,677.8161008,428.0149858,255.0082992,151.5453715
CG10205,21.79051047,15.70867732,4.368670261,3.382578558,0,0,3.021118921,6.407498794,4.564418187,8.886124273,2.881449709,0
Ercc1,176.6178217,274.9018531,269.1100881,263.8411275,261.9824259,266.509242,265.8584651,183.414653,221.3742821,282.874956,266.534098,382.3877397
HPS1,830.3331359,800.0204951,736.557806,2159.776409,1736.311113,1860.439516,851.9555359,909.8648288,517.3007279,1643.93299,1126.646836,1388.57852
Cyp6a22,2614.861257,2254.195196,2424.611995,2337.361783,2110.31361,1968.068249,2700.880316,2219.397395,2527.926939,2049.732666,2341.177888,1728.674529
Cyp6a17,3526.62209,3288.723802,2978.559384,2684.076086,1954.93093,2167.95018,2575.503881,2498.92453,2148.319493,1014.499188,1249.108449,1274.038414
Cyp6a23,17553.97649,14125.46706,14979.29659,10122.36633,9556.034833,9276.571693,9526.343239,10833.47859,12094.94746,3437.449073,3668.085479,4518.166658
Cyp6a19,72.25274525,20.19687084,107.4692884,23.6780499,27.10163027,10.25035546,31.72174868,34.44030602,52.49080915,37.0255178,20.17014796,3.524310965
Cyp6a20,196.1145943,93.13001556,262.9939497,59.19512476,83.11166616,61.50213277,125.3764352,120.1406024,255.6074185,53.31674564,60.51044388,35.24310965
Cyp6a8,1923.299266,1311.674556,2545.187294,537.8299907,776.9134011,709.8371157,1090.623931,1432.075981,1605.153729,550.9397049,419.2509326,445.8253371
Cyp6a9,656.0090521,435.3547715,384.442983,536.1387014,560.1003589,481.7667067,409.3616139,347.6068096,371.2393459,430.9770272,452.3876043,355.9554075
Ciao1,5791.68831,6584.179895,6754.837958,5084.015572,5142.08265,5217.43093,4561.889571,5028.284679,4086.67575,4603.012373,4581.505037,4518.166658
SMC2,811.9832324,899.8828009,802.0878599,739.0934149,688.3814089,758.5263042,1048.328266,1054.033552,1747.411429,819.0044538,710.2773532,764.7754795
CG10209,959.9293298,1072.678251,859.7543074,1183.902495,1271.969847,1145.477223,1049.838825,1044.422303,900.7118556,1252.943522,924.9453565,1129.541664
NaPi-T,7890.458529,5245.576177,10105.60805,4341.539579,4750.012399,3595.312178,6157.795642,7277.316756,10380.24769,4611.898497,2712.884901,3897.887928
Pgm2b,0,0,1.747468104,0,0,0,894.2512008,663.9770625,1302.380656,515.3952078,741.9733,650.2353731
kn,356.6762504,320.9058367,266.4888859,302.7407809,166.2233323,184.5063983,304.3777313,281.9299469,342.331364,220.6720861,162.8019085,214.9829689
Spred,1947.383515,1807.61994,1803.387084,2707.754135,2816.762773,2603.590287,2288.497583,2191.364588,2729.522076,3472.99357,2848.313037,3385.100682
CG12857,0,2.24409676,0,0,0,0,1620.830301,1460.909725,1913.251957,1269.23475,1543.016319,1240.55746
CG10151,21.79051047,86.39772527,24.46455346,16.91289279,36.13550703,30.75106639,876.1244872,770.50173,1418.77332,762.7256667,714.5995277,821.1644549
Rpn6,14858.8344,16664.66254,15598.77403,17646.91234,17997.28927,18048.31338,17073.0983,15884.99045,13409.4999,19047.40738,18099.82634,17147.535
jef,6.881213834,8.976387042,19.22214915,10.14773567,21.68130422,10.25035546,1.510559461,12.81499759,73.030691,11.8481657,82.1213167,14.09724386
mspo,436.9570784,517.2643033,387.0641851,280.7540203,292.6976069,228.070409,478.8473491,560.6561445,332.4417913,334.7106809,275.1784472,398.2471391
CG30480,0,0,0,0,0,0,0,0,0,0,0,0
CG30479,0,2.24409676,0,0,0,0,0,0,0,0,0,0
CG12860,2.293737945,0,1.747468104,0,0,0,7271.077964,6551.667517,6608.516799,5487.181738,8255.353415,6151.68479
CG12861,0,0,0,0,0,0,6543.743584,6664.599683,7132.664154,4364.568039,7318.88226,5395.720088
Adgf-E,0,0,0,0,0,0,591.3840289,451.728665,562.9449098,436.9011101,589.2564654,345.3824746
CG12862,0,0,15.72721294,0,3.613550703,0,6.797517573,0,0,0,2.881449709,0
Dh44-R1,2.293737945,4.488193521,3.494936209,0,0,0,9.063356764,9.611248191,3.803681823,2.962041424,11.52579883,0
CG10104,0,0,0,0,0,0,367.8212287,298.7496313,481.5461188,324.3435359,371.7070124,290.7556546
Sin1,423.1946508,552.0478031,442.1094304,607.1728511,551.0664822,617.5839166,649.5405681,651.162065,623.0430826,734.5862732,577.7306666,597.3707086
Achl,2.293737945,8.976387042,1.747468104,3.382578558,18.06775351,5.125177731,3.776398652,3.203749397,4.564418187,0,11.52579883,14.09724386
CG30197,66.51840039,97.61820908,78.6360647,202.9547135,97.56586897,276.7595975,100.4522041,58.4684265,66.18406371,173.2794233,132.5466866,662.5704615
CG12869,4.587475889,6.732290281,6.116138365,13.53031423,3.613550703,0,52.86958113,38.44499277,34.2331364,11.8481657,23.05159767,21.14586579
Blos1,799.3676737,1004.2333,892.0824673,923.4439462,959.3977116,837.966559,808.1493115,780.9139155,594.1351007,866.3971166,976.8114512,942.7531832
Sec61beta,67187.025,76224.11261,89581.33117,45407.73456,57623.48628,64028.84539,39527.56469,51978.43116,42831.73953,37726.0406,42692.99961,57532.61435
Had2,5180.407148,5095.221694,5830.42733,6817.587083,7447.527998,5978.519823,6076.225431,5991.011373,5484.909188,3742.539339,3129.254384,2807.113684
CG12863,402.5510093,440.9650134,465.7002498,414.3658733,420.9786569,530.4558952,355.736753,378.8433662,372.7608186,393.9515094,364.5033881,519.8358674
Su(var)2-HP2,2808.682113,2333.860631,3060.690385,2621.498382,2565.620999,2329.393279,3030.182278,2808.887284,4965.326251,2556.241749,2289.311793,2391.24499
CG33468,22.93737945,11.2204838,7.86360647,121.7728281,36.13550703,369.0127966,24.9242311,27.23186988,3.803681823,50.35470421,174.3277074,186.7884812
CG33469,52.75597272,56.10241901,32.32815993,131.9205637,122.8607239,253.6962977,50.60374193,68.07967469,23.5828273,78.49409774,218.9901779,160.3561489
CG12868,1972.614632,2571.734887,1544.761804,3724.218992,2162.710096,4407.652849,2300.582059,1758.858419,1218.699656,3351.549871,5235.594121,3143.685381
Polr1A,5359.318707,4024.78754,7085.983163,974.1826246,1823.036329,1358.172099,2663.871609,3369.543428,5192.025688,931.5620279,862.9941877,1009.715092
LamC,3700.946173,3377.365624,4694.573063,4136.893576,4126.674902,4512.718992,4222.768972,4217.736081,4912.074706,3329.334561,5078.555111,2745.438242
CG30076,0,0,1.747468104,0,0,0,6.042237843,0,3.042945458,0,0,0
Cpr51A,385.3479747,345.5909011,229.7920557,426.2048983,303.538259,489.4544733,242.4447934,250.6933903,123.2392911,305.0902667,328.4852668,468.7333584
phyl,13.76242767,37.02759655,27.95948967,16.91289279,25.29485492,25.62588866,46.07206355,38.44499277,77.59510918,16.29122783,37.45884621,63.43759738
CG17385,4330.577239,4987.50505,5058.046428,3568.620378,3922.509288,3936.136497,3782.44089,3770.81304,3698.700204,3853.615893,4225.645998,4165.735561
CG13016,903.7327501,1017.697881,1029.258714,1090.881585,1087.678762,1148.039812,753.0138912,744.0707975,779.7547736,910.8277379,1066.136392,983.2827593
O-fut1,974.8386264,1220.788638,992.5618833,1116.250924,1019.021298,966.0960023,703.165429,891.4432697,766.8222555,943.4101936,867.3163623,882.8398968
CG8323,2657.295409,2041.006004,3805.985531,1143.311552,1210.539485,1224.917478,1947.111145,2055.205238,2732.565021,887.1314065,858.6720132,807.0672111
CG18327,627.3373278,365.7877719,845.7745625,140.3770101,110.2132964,235.7581756,196.3727299,395.6630505,685.4234644,85.8992013,72.03624272,89.86992962
CG18324,0,0,0,0,0,12.81294433,0,0,0,0,0,0
ReepB,20402.79902,21605.04156,22358.8544,18414.75767,21867.40208,22097.20379,14746.83674,17603.00106,12696.68992,14922.76469,14852.43252,17077.04878
cg,4585.182151,4659.866923,5232.793239,5391.830221,4965.018665,5102.114431,4657.810097,4619.005693,5620.320261,4576.354,4313.530214,4419.485951
CG8468,13099.5374,8269.496562,10900.70604,5555.885281,5947.904457,4838.167778,7697.811012,8458.699346,10490.55447,5245.775362,3237.308748,4886.457154
Usp20-33,996.6291369,852.7567689,1090.420097,867.6314,948.5570594,802.0903149,2080.040377,1798.905286,3100.000685,1598.021348,1658.274307,1490.783538
SmydA-1,204.1426771,172.7954505,267.36262,179.2766636,79.49811546,87.12802143,188.8199326,201.836212,207.6810275,106.6334913,119.5801629,111.0157954
CG8531,10467.47311,9274.851911,14032.16888,5180.419061,5521.505474,5207.180575,8480.280813,9264.442319,10912.00241,5045.837566,5565.520112,4646.804008
beta4GalNAcTA,1794.849942,1559.647248,1729.119689,2870.117906,3237.74143,3162.23466,1469.019076,1381.616927,1309.227283,2815.420374,2394.484708,2467.017676
CG8613,3300.688902,3161.932335,3743.07668,3384.269847,3689.435267,3531.247457,3348.155045,3614.630257,4004.516223,3227.144132,3012.55567,3254.701177
Arc2,2971.537507,2884.786385,2950.599894,1537.381954,1096.712638,2039.820737,1632.914777,1573.841891,1176.859156,1180.373508,3305.022816,1487.259227
Tfb1,4136.756383,3912.582702,4547.785742,3345.370194,3328.080197,3164.797249,4469.745444,4489.253843,5303.853934,4065.401855,4302.004415,3702.288669
Obp50b,0,0,0,0,0,0,0,0,0,0,0,0
Obp50d,0,0,0,0,0,0,9.818636495,9.611248191,17.49693638,0,5.762899417,14.09724386
CG30075,0,0,0,0,0,0,268.1243043,283.5318216,322.5522186,327.3055774,504.253699,387.6742062
Obp50e,0,0,0,0,0,0,4.531678382,3.203749397,4.564418187,2.962041424,2.881449709,0
Obp50a,0,0,0,0,0,0,46.07206355,25.62999518,30.42945458,20.73428997,24.49232252,59.91328641
CR10102,2971.537507,2273.270018,1670.579508,6020.989833,7125.921986,7503.260198,1499.985545,2023.968682,782.7977191,3884.717328,8001.785841,4951.656906
Arc1,43326.41603,34270.72368,26374.5361,94252.16893,99947.19889,114952.6113,22825.30873,30092.01715,12062.99653,54073.54722,121200.9784,76727.77403
CG8617,915.2014399,996.3789616,1207.50046,1062.129667,1131.04137,917.4068139,1778.683765,1818.92872,1640.147602,1759.452606,1926.24913,1656.426154
tej,37.84667608,24.68506436,21.84335131,37.20836413,30.71518097,30.75106639,138.9714704,121.7424771,180.2945184,93.30430486,141.1910357,202.6478805
CG8547,6985.57891,6746.87691,7065.88728,8363.425484,8630.965853,7393.068877,6106.43662,5853.250148,4971.412142,5669.347286,4881.175806,4493.496481
Hsc70-5,21674.67671,20588.46573,32930.16269,10876.68135,12808.23047,10560.42871,18121.42657,19365.06323,26394.5089,9343.759673,9235.046316,8715.621017
CG8485,1477.167236,1335.237572,2280.445876,913.2962106,1071.417783,1027.598135,1507.538342,1469.720036,2259.387003,984.8787735,1037.321895,1346.286789
RpS23,150507.0558,172712.419,186974.7185,217082.0528,210554.3723,267595.7797,104452.9209,131696.5265,96127.40776,185229.7794,206535.1115,225400.8321
Sox15,102.0713385,138.0119508,54.17151124,30.44320702,16.26097816,35.87624412,56.64597978,73.68623613,53.25154552,35.54449709,51.86609475,42.29173158
mRpS16,1281.052642,1355.434443,1764.942785,928.5178141,894.3537989,1381.235399,966.7580549,1392.83005,1303.902129,1024.866333,1126.646836,1381.529898
eIF3m,19915.3797,18752.79458,21582.10482,20325.91455,21497.01313,19860.06371,15231.72632,16785.24403,14263.80684,17484.93053,15320.6681,15635.6056
CysRS-m,753.4929148,767.4810921,844.0270944,696.8111829,869.058944,761.0888931,1691.826596,1577.846578,1990.847066,1303.298227,1563.186467,1385.054209
CG13018,381.9073678,516.1422549,463.9527817,343.3317236,308.9585851,312.6358416,350.4497949,470.9511614,370.4786095,355.4449709,461.0319534,428.2037823
Rcd1,3487.628545,3145.10161,3470.471655,3257.423151,3078.745199,2521.587444,3492.413473,3482.475595,4116.344468,3074.598998,2730.173599,2944.561812
Cp1,21582.92719,18562.04635,16116.02459,17423.66215,14979.97444,14404.31201,21390.27724,16536.95345,15235.26717,21960.57512,19952.59851,18178.39596
CG8067,732.8492733,637.32348,1017.026437,578.4209334,616.1103948,617.5839166,694.1020722,844.1879661,781.2762464,568.7119534,557.5605186,653.7596841
mam,3527.768959,3104.707868,3352.517558,4165.645494,4227.854322,3610.687712,2922.932557,2937.03726,2806.356449,3661.0832,2908.823481,3718.148068
CG18371,10.32182075,19.07482246,6.989872418,0,0,10.25035546,889.7195224,830.5720312,743.2394282,764.2066874,899.0123091,847.5967872
Prosap,1395.739539,1087.26488,887.713797,1496.791012,1141.882022,709.8371157,1631.404218,1235.045393,1406.601538,1251.462502,979.6929009,1268.751948
RN-tre,1871.690163,1874.942843,2172.102854,1851.96176,1785.094047,1980.881193,1957.685061,1999.139624,2626.06193,2009.745106,2606.271261,2297.850749
Ctf4,541.3221549,503.7997227,697.2397737,309.505938,321.6060125,292.1351307,411.6274531,493.3774072,739.4357463,170.3173819,218.9901779,292.5178101
CG6701,6290.576313,5202.938339,4748.744574,9532.106376,8403.312159,11308.70466,6485.587045,5869.268895,7552.590627,8823.921403,15297.6165,8327.946811
CG18568,21.79051047,17.95277408,13.10601078,74.41672827,25.29485492,105.0661435,1969.769537,2026.371494,2048.66303,1423.260904,2943.400877,1457.302584
St4,6.881213834,58.34651577,12.23227673,16.91289279,28.90840562,20.50071092,58.15653924,60.0703012,67.70553644,20.73428997,115.2579883,31.71879869
Rpn13,12609.82435,13223.34016,12944.36998,15270.6509,15545.49512,16157.1228,14304.24281,13375.65373,10352.86118,15589.22402,16709.52686,15077.00231
DJ-1alpha,0,0,1.747468104,3.382578558,0,0,310.4199692,346.0049349,327.8773731,256.2165832,538.8310955,421.1551604
shot,13970.01095,9783.139827,12026.94923,9474.60254,8914.629583,6475.662063,10046.73097,8535.589331,11024.59139,7553.205632,6821.832185,5076.769946
CG16935,8625.60154,7880.145774,9703.690384,8627.266611,10099.87421,9937.71962,6414.59075,7674.581681,7159.289927,6658.669122,6981.752644,6891.790093
fand,3015.118528,2860.101321,3120.978034,3135.650323,3151.016213,3028.980039,2231.096324,2502.128279,2389.472921,2574.013998,2375.755285,2470.541987
S-Lap5,0,2.24409676,1.747468104,0,7.227101405,0,1536.994251,1109.298229,1923.902266,910.8277379,1105.035963,784.1591898
tei,40.14041403,43.75988683,60.2876496,54.12125692,50.58970984,25.62588866,55.13542032,79.29279758,176.4908366,26.65837282,72.03624272,91.6320851
CG13337,0,0,0,0,0,0,1485.63523,1218.225708,2162.012748,632.3958441,1128.087561,995.6178477
CG18368,0,0,0,0,0,0,516.6113356,490.9745951,777.4725646,207.3428997,380.3513615,429.9659378
CG6280,6.881213834,8.976387042,3.494936209,13.53031423,16.26097816,10.25035546,6.042237843,8.009373493,6.085890916,13.32918641,17.28869825,7.048621931
Cpr50Ca,0,0,0,0,0,0,25.67951083,9.611248191,18.25767275,16.29122783,5.762899417,12.33508838
Cpr50Cb,22.93737945,39.27169331,15.72721294,23.6780499,23.48807957,15.37553319,16.61615407,22.42624578,13.69325456,14.81020712,27.37377223,42.29173158
CG13339,325.7107881,372.5200622,371.3369722,361.9359057,215.0062668,404.8890408,508.3032585,444.5202288,413.0798459,451.7113172,692.9886549,683.7163273
CG6329,66.51840039,134.6458056,122.3227673,35.51707486,135.5081513,112.7539101,43.80622436,100.918106,217.5706003,39.98755923,96.52856524,165.6426154
CG6347,6.881213834,0,4.368670261,0,7.227101405,25.62588866,7.552797304,16.81968433,3.042945458,5.924082848,5.762899417,3.524310965
CG6357,1300.549415,1920.946827,741.8002103,12884.24173,11572.39613,15093.64842,2182.758421,1098.886043,420.6872096,9642.925856,12390.23375,7383.431472
CG30484,2.293737945,0,3.494936209,0,0,0,78.54909196,64.07498794,91.28836374,56.27878706,27.37377223,17.62155483
CG30485,0,0,1.747468104,0,0,0,330.0572422,253.8971397,415.362055,211.7859618,247.8046749,271.3719443
CG6553,0,0,0.873734052,0,0,0,0,0,0,0,0,0
Echs1,34005.8119,32355.38709,53179.82309,81733.24569,87612.34356,83525.02148,26245.97063,31647.43748,34757.28376,57410.28688,57827.8142,58877.13899
Syngr,16.05616561,29.17325789,61.16138365,33.82578558,18.06775351,15.37553319,62.68821762,49.65811566,133.1288638,39.98755923,43.22174563,49.34035352
CG6337,1314.311842,490.3351421,1003.046692,368.7010628,578.1681124,550.9566061,643.4983303,679.1948722,761.4971009,241.4063761,197.379305,320.7122979
fl(2)d,3090.81188,3008.211707,3385.719452,8209.518159,8721.304621,8881.933008,2666.137448,2737.60386,2480.000548,8118.955544,7406.766476,7982.564337
S-Lap7,0,0,1.747468104,0,0,10.25035546,13734.7619,11289.21194,16106.31031,8946.846122,14335.2123,8678.615752
CG6220,2.293737945,1.12204838,4.368670261,1.691289279,3.613550703,0,951.6524603,691.2089324,1655.362329,456.1543793,658.4112584,683.7163273
CG6209,0,0,0,6.765157115,0,0,1851.945899,1625.101882,1979.436021,1050.043685,2223.03845,1268.751948
CG12464,0,0,0,0,0,0,565.704518,489.3727204,376.5645004,533.1674564,814.0095427,458.1604255
AttC,10158.96536,9804.458746,5713.346967,4826.939602,2697.5156,19193.7906,4442.555374,2086.441795,1984.761175,916.7518208,48460.2212,6306.754473
BaraA1,21.79051047,25.80711274,5.242404313,79.49059611,48.78293449,217.8200536,22.65839191,16.01874699,48.68712733,145.1400298,472.5577522,47.57819803
tRNA:Ile-AAT-1-4,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Ile-AAT-1-5,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Ile-AAT-1-6,0,6.732290281,0,3.382578558,0,5.125177731,0,0,0,0,8.644349126,5.286466448
tRNA:Ile-AAT-1-7,0,0,0,0,0,0,0,0,0,0,0,0
CG30065,0,0,5.242404313,0,0,0,1749.227856,1807.715597,1360.957356,1817.212414,2246.090048,2028.240961
Ser8,0,2.24409676,0,3.382578558,3.613550703,2.562588866,12.08447569,13.61593494,16.73620002,11.8481657,30.25522194,22.90802128
tRNA:Ile-AAT-1-8,0,0,0,0,0,0,0,3.203749397,0,0,0,0
cid,57.34344861,77.42133823,70.77245823,49.04738909,32.52195632,33.31365525,89.12300818,145.7705976,128.5644456,37.0255178,133.9874115,96.91855155
mars,496.594265,535.2170774,392.3065894,553.0515942,476.9886928,433.0775183,1996.204327,1666.750624,2813.203076,1550.628686,1953.622902,1684.620641
mip120,1360.186601,1202.835864,1610.291858,1090.881585,1134.654921,1196.729,996.2139644,1182.183528,1219.460392,944.8912143,628.1560365,916.320851
mEFTu1,10258.74296,9870.659601,15314.81047,5500.072735,6251.442716,5909.329924,6948.573519,9121.875471,10361.22928,5916.677745,5830.613485,5820.399559
CG13330,0,0,0,0,0,0,0,0,0,0,0,0
CG13331,0,0,0,0,0,0,0,3.203749397,4.564418187,0,0,0
CG13332,0,0,0,0,0,0,0,0,1.521472729,0,0,0
Roe1,3603.462311,3672.464348,5482.681178,1992.33877,2142.835567,2454.960133,4283.946631,4540.513833,4702.872206,3042.016543,3917.330879,3545.456831
link,9.174951778,4.488193521,27.08575562,6.765157115,0,0,20.39255272,9.611248191,25.10430003,13.32918641,2.881449709,10.5729329
CG13334,0,0,0,0,0,0,245.4659124,312.3655662,321.7914822,231.0392311,331.3667165,220.2694353
CG6191,98.63073161,65.07880605,32.32815993,37.20836413,77.69134011,33.31365525,110.2708406,75.28811083,57.8159637,77.01307703,73.47696757,59.91328641
CG33156,424.3415197,374.764159,319.7866631,509.0780729,529.3851779,394.6386853,430.5094463,417.288359,486.1105369,410.2427372,345.773965,486.3549132
NADK,2361.403214,2586.321516,1865.422201,3494.20365,3494.303529,3221.174204,3239.394764,2072.82586,1712.417557,3696.627697,3211.3757,2833.546016
tRNA:Lys-CTT-1-10,0,0,0,0,0,0,0,0,0,0,0,0
drk,5560.020778,6917.428264,4511.088912,15637.66067,12531.79384,14219.80561,6296.011832,5677.844869,4087.436487,16110.54331,14121.98502,13510.44609
bbc,11257.66583,9134.595863,12520.60897,4213.001594,6280.351121,5114.927376,7135.882893,7822.75509,8816.173729,3286.38496,3568.675464,3919.033794
cbc,685.8276454,719.2330117,780.2445086,734.019547,690.1881842,630.3968609,923.7071102,956.319195,846.6995737,1020.423271,1031.558996,1013.239403
arr,1971.467763,1786.301021,1792.902275,3061.233595,3205.219473,2752.220442,2298.31622,1992.732125,2777.448467,2842.078746,2493.894723,2463.493365
CG30062,2.293737945,1.12204838,13.10601078,3.382578558,14.45420281,5.125177731,9.818636495,1.601874699,15.21472729,2.962041424,0,0
tRNA:Ile-AAT-1-3,0,0,0,0,0,0,0,0,0,0,0,0
CG30059,211.0238909,335.4924657,235.9081941,487.0913123,402.9109033,402.3264519,311.9305286,256.2999518,211.4847093,473.9266279,386.114261,528.6466448
CG18278,404.8447472,452.1854972,504.1445481,928.5178141,1002.76032,771.3392485,549.8436437,447.7239782,337.0062095,816.0424124,739.0918503,879.3155859
CG4744,11.46868972,8.976387042,6.989872418,6.765157115,18.06775351,15.37553319,2447.106326,1649.130002,3448.41794,1204.069839,1429.199055,1559.507602
CG10814,94135.00524,74611.72909,99048.23963,10.14773567,46.97615913,128.1294433,28233.86688,14721.22848,13191.9293,31.10143495,48.98464505,31.71879869
CG17048,0,0,0,0,0,0,286.2510178,247.4896409,246.4785821,217.7100447,335.6888911,206.1721915
CG13325,462.1881958,42.63783845,97.85821385,28.75191774,43.36260843,10.25035546,218.2758421,62.47311324,43.36197278,44.43062136,61.95116874,24.67017676
